season,team,espn_team_id,date,opponent,result,team_score,opp_score,is_win
2026,Texas A&M,245,"Sat, Jan 3",LSU,W 75-72,75,72,True
2026,Texas A&M,245,"Tue, Jan 6",Auburn,W 90-88,90,88,True
2026,Texas A&M,245,"Sat, Jan 10",Oklahoma,W 83-76,83,76,True
2026,Texas A&M,245,"Sat, Jan 17",Texas,W 74-70,74,70,True
2026,Texas A&M,245,"Wed, Jan 21",Mississippi St,W 88-68,88,68,True
2026,Texas A&M,245,"Sat, Jan 24",South Carolina,W 92-69,92,69,True
2026,Texas A&M,245,"Sat, Jan 31",Georgia,W 92-77,92,77,True
2026,Texas A&M,245,"Wed, Feb 4",Alabama,L 100-97,100,97,False
2026,Texas A&M,245,"Sat, Feb 7",Florida,L 86-67,86,67,False
2026,Texas A&M,245,"Wed, Feb 11",Missouri,L 86-85,86,85,False
2026,Texas A&M,245,"Sat, Feb 14",Vanderbilt,L 82-69,82,69,False
2026,Texas A&M,245,"Wed, Feb 18",Mississippi,W 80-77,80,77,True
2026,Texas A&M,245,"Sat, Feb 21",Oklahoma,W 75-71,75,71,True
2026,Texas A&M,245,"Wed, Feb 25",Arkansas,L 99-84,99,84,False
2026,Texas A&M,245,"Sat, Feb 28",Texas,L 76-70,76,70,False
2026,Texas A&M,245,"Tue, Mar 3",Kentucky,W 96-85,96,85,True
2026,Texas A&M,245,"Thu, Mar 12",Oklahoma,L 83-63,83,63,False
2026,St Mary's CA,2608,"Mon, Nov 3",St. Thomas-Minnesota,W 84-58,84,58,True
2026,St Mary's CA,2608,"Fri, Nov 7",Chattanooga,W 87-66,87,66,True
2026,St Mary's CA,2608,"Tue, Nov 11",Ohio,W 90-60,90,60,True
2026,St Mary's CA,2608,"Fri, Nov 14",North Texas,W 80-49,80,49,True
2026,St Mary's CA,2608,"Wed, Nov 19",Arkansas St,W 85-72,85,72,True
2026,St Mary's CA,2608,"Sat, Nov 22",UC Merced,W 96-42,96,42,True
2026,St Mary's CA,2608,"Wed, Nov 26",Wichita St,W 70-65,70,65,True
2026,St Mary's CA,2608,"Thu, Nov 27",Virginia Tech,W 77-66,77,66,True
2026,St Mary's CA,2608,"Fri, Nov 28",Vanderbilt,L 96-71,96,71,False
2026,St Mary's CA,2608,"Sun, Dec 7",Davidson,W 70-61,70,61,True
2026,St Mary's CA,2608,"Sun, Dec 14",Boise St,L 68-67,68,67,False
2026,St Mary's CA,2608,"Fri, Dec 19",FL Atlantic,W 88-75,88,75,True
2026,St Mary's CA,2608,"Mon, Dec 22",Northern Iowa,W 63-58,63,58,True
2026,St Mary's CA,2608,"Sun, Dec 28",Loy Marymount,W 78-73,78,73,True
2026,St Mary's CA,2608,"Tue, Dec 30",Pepperdine,W 72-45,72,45,True
2026,St Mary's CA,2608,"Fri, Jan 2",Portland,W 78-57,78,57,True
2026,St Mary's CA,2608,"Sun, Jan 4",Seattle,W 93-76,93,76,True
2026,St Mary's CA,2608,"Sat, Jan 10",Washington St,W 88-82,88,82,True
2026,St Mary's CA,2608,"Tue, Jan 13",San Francisco,W 82-68,82,68,True
2026,St Mary's CA,2608,"Sat, Jan 17",Santa Clara,L 62-54,62,54,False
2026,St Mary's CA,2608,"Wed, Jan 21",Oregon St,W 81-51,81,51,True
2026,St Mary's CA,2608,"Sat, Jan 24",Portland,W 75-69,75,69,True
2026,St Mary's CA,2608,"Sat, Jan 31",Gonzaga,L 73-65,73,65,False
2026,St Mary's CA,2608,"Wed, Feb 4",San Diego,W 87-60,87,60,True
2026,St Mary's CA,2608,"Sat, Feb 7",San Francisco,W 79-54,79,54,True
2026,St Mary's CA,2608,"Wed, Feb 11",Pepperdine,W 88-60,88,60,True
2026,St Mary's CA,2608,"Sat, Feb 14",Pacific,W 72-61,72,61,True
2026,St Mary's CA,2608,"Wed, Feb 18",Seattle,W 72-70,72,70,True
2026,St Mary's CA,2608,"Sat, Feb 21",Washington St,W 83-67,83,67,True
2026,St Mary's CA,2608,"Wed, Feb 25",Santa Clara,W 86-67,86,67,True
2026,St Mary's CA,2608,"Sat, Feb 28",Gonzaga,W 70-59,70,59,True
2026,St Mary's CA,2608,"Mon, Mar 9",Santa Clara,L 76-71,76,71,False
2026,Clemson,228,"Mon, Nov 3",New Hampshire,W 88-38,88,38,True
2026,Clemson,228,"Fri, Nov 7",Gardner Webb,W 97-59,97,59,True
2026,Clemson,228,"Tue, Nov 11",Morehead St,W 83-56,83,56,True
2026,Clemson,228,"Sat, Nov 15",Georgetown,L 79-74,79,74,False
2026,Clemson,228,"Mon, Nov 17",North Alabama,W 81-61,81,61,True
2026,Clemson,228,"Fri, Nov 21",West Virginia,W 70-67,70,67,True
2026,Clemson,228,"Fri, Nov 28",Alabama A&M,W 92-56,92,56,True
2026,Clemson,228,"Wed, Dec 3",Alabama,L 90-84,90,84,False
2026,Clemson,228,"Tue, Dec 9",BYU,L 67-64,67,64,False
2026,Clemson,228,"Sat, Dec 13",Mercer,W 70-63,70,63,True
2026,Clemson,228,"Tue, Dec 16",South Carolina,W 68-61,68,61,True
2026,Clemson,228,"Sun, Dec 21",Cincinnati,W 68-65,68,65,True
2026,Clemson,228,"Wed, Dec 31",Syracuse,W 64-61,64,61,True
2026,Clemson,228,"Sat, Jan 3",Pittsburgh,W 73-68,73,68,True
2026,Clemson,228,"Wed, Jan 7",SMU,W 74-70,74,70,True
2026,Clemson,228,"Sat, Jan 10",Notre Dame,W 76-61,76,61,True
2026,Clemson,228,"Tue, Jan 13",Boston College,W 74-50,74,50,True
2026,Clemson,228,"Sat, Jan 17",Miami FL,W 69-59,69,59,True
2026,Clemson,228,"Sat, Jan 24",Georgia Tech,W 77-63,77,63,True
2026,Clemson,228,"Sat, Jan 31",Pittsburgh,W 63-52,63,52,True
2026,Clemson,228,"Wed, Feb 4",Stanford,W 66-64,66,64,True
2026,Clemson,228,"Sat, Feb 7",California,W 77-55,77,55,True
2026,Clemson,228,"Wed, Feb 11",Virginia Tech,L 76-66,76,66,False
2026,Clemson,228,"Sat, Feb 14",Duke,L 67-54,67,54,False
2026,Clemson,228,"Wed, Feb 18",Wake Forest,L 85-77,85,77,False
2026,Clemson,228,"Sat, Feb 21",Florida St,L 70-65,70,65,False
2026,Clemson,228,"Sat, Feb 28",Louisville,W 80-75,80,75,True
2026,Clemson,228,"Tue, Mar 3",North Carolina,L 67-63,67,63,False
2026,Clemson,228,"Sat, Mar 7",Georgia Tech,W 79-76,79,76,True
2026,Clemson,228,"Wed, Mar 11",Wake Forest,W 71-62,71,62,True
2026,Clemson,228,"Thu, Mar 12",North Carolina,W 80-79,80,79,True
2026,Clemson,228,"Fri, Mar 13",Duke,L 73-61,73,61,False
2026,Missouri,2623,"Tue, Nov 4",Missouri Southern State,W 88-70,88,70,True
2026,Missouri,2623,"Sat, Nov 8",Northwestern Oklahoma State,W 106-57,106,57,True
2026,Missouri,2623,"Tue, Nov 11",Arkansas St,L 86-85,86,85,False
2026,Missouri,2623,"Sat, Nov 15",UT Arlington,L 67-49,67,49,False
2026,Missouri,2623,"Sat, Nov 22",UTRGV,W 74-67,74,67,True
2026,Missouri,2623,"Mon, Nov 24",LIU Brooklyn,L 75-61,75,61,False
2026,Missouri,2623,"Sun, Nov 30",Northeastern State,W 92-71,92,71,True
2026,Missouri,2623,"Sat, Dec 6",Tulsa,L 98-74,98,74,False
2026,Missouri,2623,"Fri, Dec 12",Xavier,L 75-57,75,57,False
2026,Missouri,2623,"Tue, Dec 16",Oral Roberts,W 63-62,63,62,True
2026,Missouri,2623,"Tue, Dec 23",Lindenwood,W 70-65,70,65,True
2026,Missouri,2623,"Mon, Dec 29",Delaware,W 61-43,61,43,True
2026,Missouri,2623,"Fri, Jan 2",UTEP,W 79-55,79,55,True
2026,Missouri,2623,"Sun, Jan 4",New Mexico St,W 89-82,89,82,True
2026,Missouri,2623,"Wed, Jan 7",Kennesaw,L 90-80,90,80,False
2026,Missouri,2623,"Sat, Jan 10",Florida Intl,W 79-71,79,71,True
2026,Missouri,2623,"Wed, Jan 14",WKU,L 87-72,87,72,False
2026,Missouri,2623,"Thu, Jan 22",New Mexico St,W 84-75,84,75,True
2026,Missouri,2623,"Sat, Jan 24",UTEP,W 62-57,62,57,True
2026,Missouri,2623,"Wed, Jan 28",Sam Houston St,L 80-71,80,71,False
2026,Missouri,2623,"Sat, Jan 31",Jacksonville St,W 74-67,74,67,True
2026,Missouri,2623,"Sat, Feb 7",Liberty,L 79-76,79,76,False
2026,Missouri,2623,"Sat, Feb 14",Delaware,L 76-67,76,67,False
2026,Missouri,2623,"Wed, Feb 18",Kennesaw,L 91-87,91,87,False
2026,Missouri,2623,"Sat, Feb 21",Florida Intl,L 70-67,70,67,False
2026,Missouri,2623,"Thu, Feb 26",Louisiana Tech,L 72-70,72,70,False
2026,Missouri,2623,"Sat, Feb 28",Sam Houston St,L 86-81,86,81,False
2026,Missouri,2623,"Thu, Mar 5",WKU,W 87-74,87,74,True
2026,Missouri,2623,"Sat, Mar 7",MTSU,L 75-63,75,63,False
2026,Missouri,2623,"Tue, Mar 10",Florida Intl,W 75-72,75,72,True
2026,Missouri,2623,"Wed, Mar 11",Liberty,W 77-69,77,69,True
2026,Missouri,2623,"Fri, Mar 13",Louisiana Tech,L 69-66,69,66,False
2026,Santa Clara,2541,"Tue, Nov 4",Humboldt State,W 83-53,83,53,True
2026,Santa Clara,2541,"Fri, Nov 7",McNeese St,W 79-67,79,67,True
2026,Santa Clara,2541,"Mon, Nov 10",Xavier,W 87-68,87,68,True
2026,Santa Clara,2541,"Sat, Nov 15",Nevada,W 98-83,98,83,True
2026,Santa Clara,2541,"Tue, Nov 18",Idaho St,W 64-55,64,55,True
2026,Santa Clara,2541,"Fri, Nov 21",Louisiana,W 80-43,80,43,True
2026,Santa Clara,2541,"Thu, Nov 27",St Louis,L 71-70,71,70,False
2026,Santa Clara,2541,"Fri, Nov 28",Minnesota,W 86-75,86,75,True
2026,Santa Clara,2541,"Wed, Dec 3",Utah Tech,W 90-80,90,80,True
2026,Santa Clara,2541,"Sat, Dec 6",New Mexico,L 98-71,98,71,False
2026,Santa Clara,2541,"Sat, Dec 13",Arizona St,L 82-79,82,79,False
2026,Santa Clara,2541,"Wed, Dec 17",North Texas,W 63-60,63,60,True
2026,Santa Clara,2541,"Sat, Dec 20",Loyola-Chicago,L 80-78,80,78,False
2026,Santa Clara,2541,"Sun, Dec 28",Oregon St,W 102-64,102,64,True
2026,Santa Clara,2541,"Tue, Dec 30",Portland,W 92-85,92,85,True
2026,Santa Clara,2541,"Fri, Jan 2",Pepperdine,W 82-63,82,63,True
2026,Santa Clara,2541,"Sun, Jan 4",San Diego,W 98-70,98,70,True
2026,Santa Clara,2541,"Thu, Jan 8",Gonzaga,L 89-77,89,77,False
2026,Santa Clara,2541,"Sat, Jan 10",Loy Marymount,W 103-72,103,72,True
2026,Santa Clara,2541,"Wed, Jan 14",Pacific,W 85-69,85,69,True
2026,Santa Clara,2541,"Sat, Jan 17",St Mary's CA,W 62-54,62,54,True
2026,Santa Clara,2541,"Sat, Jan 24",San Diego,W 85-73,85,73,True
2026,Santa Clara,2541,"Wed, Jan 28",San Francisco,W 88-73,88,73,True
2026,Santa Clara,2541,"Sat, Jan 31",Loy Marymount,W 104-73,104,73,True
2026,Santa Clara,2541,"Wed, Feb 4",Pacific,W 71-56,71,56,True
2026,Santa Clara,2541,"Sat, Feb 7",Washington St,W 96-92,96,92,True
2026,Santa Clara,2541,"Wed, Feb 11",Seattle,W 84-72,84,72,True
2026,Santa Clara,2541,"Sat, Feb 14",Gonzaga,L 94-86,94,86,False
2026,Santa Clara,2541,"Sat, Feb 21",San Francisco,W 94-73,94,73,True
2026,Santa Clara,2541,"Wed, Feb 25",St Mary's CA,L 86-67,86,67,False
2026,Santa Clara,2541,"Sat, Feb 28",Oregon St,W 93-72,93,72,True
2026,Santa Clara,2541,"Sun, Mar 8",Pacific,W 76-68,76,68,True
2026,Santa Clara,2541,"Mon, Mar 9",St Mary's CA,W 76-71,76,71,True
2026,Santa Clara,2541,"Tue, Mar 10",Gonzaga,L 79-68,79,68,False
2026,SMU,2567,"Mon, Nov 3",Tarleton St,W 96-76,96,76,True
2026,SMU,2567,"Thu, Nov 6",TAM C. Christi,W 69-58,69,58,True
2026,SMU,2567,"Tue, Nov 11",Murray St,W 102-91,102,91,True
2026,SMU,2567,"Sat, Nov 15",Butler,W 87-85,87,85,True
2026,SMU,2567,"Tue, Nov 18",Ark Pine Bluff,W 106-60,106,60,True
2026,SMU,2567,"Fri, Nov 21",Arkansas St,W 100-69,100,69,True
2026,SMU,2567,"Mon, Nov 24",Radford,W 89-72,89,72,True
2026,SMU,2567,"Wed, Dec 3",Vanderbilt,L 88-69,88,69,False
2026,SMU,2567,"Sat, Dec 13",LSU,L 89-77,89,77,False
2026,SMU,2567,"Sun, Dec 21",Cent Arkansas,W 99-82,99,82,True
2026,SMU,2567,"Sun, Dec 28",CS Fullerton,W 110-63,110,63,True
2026,SMU,2567,"Sat, Jan 3",North Carolina,W 97-83,97,83,True
2026,SMU,2567,"Wed, Jan 7",Clemson,L 74-70,74,70,False
2026,SMU,2567,"Sat, Jan 10",Duke,L 82-75,82,75,False
2026,SMU,2567,"Wed, Jan 14",Virginia Tech,W 77-76,77,76,True
2026,SMU,2567,"Sat, Jan 17",Virginia,L 72-68,72,68,False
2026,SMU,2567,"Tue, Jan 20",Wake Forest,W 91-79,91,79,True
2026,SMU,2567,"Sat, Jan 24",Florida St,W 83-80,83,80,True
2026,SMU,2567,"Sat, Jan 31",Louisville,L 88-74,88,74,False
2026,SMU,2567,"Tue, Feb 3",NC State,L 84-83,84,83,False
2026,SMU,2567,"Sat, Feb 7",Pittsburgh,W 86-67,86,67,True
2026,SMU,2567,"Tue, Feb 10",Notre Dame,W 89-81,89,81,True
2026,SMU,2567,"Sat, Feb 14",Syracuse,L 79-78,79,78,False
2026,SMU,2567,"Tue, Feb 17",Louisville,W 95-85,95,85,True
2026,SMU,2567,"Sat, Feb 21",Boston College,W 94-70,94,70,True
2026,SMU,2567,"Wed, Feb 25",California,L 73-69,73,69,False
2026,SMU,2567,"Sat, Feb 28",Stanford,L 95-75,95,75,False
2026,SMU,2567,"Wed, Mar 4",Miami FL,L 77-69,77,69,False
2026,SMU,2567,"Sat, Mar 7",Florida St,L 91-78,91,78,False
2026,SMU,2567,"Tue, Mar 10",Syracuse,W 86-69,86,69,True
2026,SMU,2567,"Wed, Mar 11",Louisville,L 62-58,62,58,False
2026,VCU,2670,"Mon, Nov 3",Wagner,W 103-74,103,74,True
2026,VCU,2670,"Fri, Nov 7",Utah St,L 80-77,80,77,False
2026,VCU,2670,"Wed, Nov 12",St Peter's,W 78-61,78,61,True
2026,VCU,2670,"Mon, Nov 17",NC State,L 85-79,85,79,False
2026,VCU,2670,"Sat, Nov 22",Coppin St,W 101-58,101,58,True
2026,VCU,2670,"Wed, Nov 26",South Florida,W 78-66,78,66,True
2026,VCU,2670,"Thu, Nov 27",Vanderbilt,L 89-74,89,74,False
2026,VCU,2670,"Fri, Nov 28",Virginia Tech,W 86-68,86,68,True
2026,VCU,2670,"Fri, Dec 5",Samford,W 83-57,83,57,True
2026,VCU,2670,"Wed, Dec 10",New Mexico,L 81-78,81,78,False
2026,VCU,2670,"Mon, Dec 15",Niagara,W 84-58,84,58,True
2026,VCU,2670,"Thu, Dec 18",American Univ,W 105-83,105,83,True
2026,VCU,2670,"Mon, Dec 22",Rider,W 100-79,100,79,True
2026,VCU,2670,"Wed, Dec 31",St Bonaventure,W 89-82,89,82,True
2026,VCU,2670,"Sat, Jan 3",Duquesne,W 93-80,93,80,True
2026,VCU,2670,"Wed, Jan 7",St Louis,L 71-62,71,62,False
2026,VCU,2670,"Sat, Jan 10",George Mason,L 86-80,86,80,False
2026,VCU,2670,"Wed, Jan 14",Rhode Island,W 84-75,84,75,True
2026,VCU,2670,"Mon, Jan 19",St Joseph's PA,W 79-72,79,72,True
2026,VCU,2670,"Sat, Jan 24",Davidson,W 75-69,75,69,True
2026,VCU,2670,"Tue, Jan 27",Richmond,W 77-69,77,69,True
2026,VCU,2670,"Fri, Jan 30",Loyola-Chicago,W 89-75,89,75,True
2026,VCU,2670,"Tue, Feb 3",Fordham,W 63-59,63,59,True
2026,VCU,2670,"Fri, Feb 6",Dayton,W 99-73,99,73,True
2026,VCU,2670,"Wed, Feb 11",La Salle,W 77-68,77,68,True
2026,VCU,2670,"Sat, Feb 14",Richmond,W 78-67,78,67,True
2026,VCU,2670,"Tue, Feb 17",G Washington,W 89-75,89,75,True
2026,VCU,2670,"Fri, Feb 20",St Louis,L 88-75,88,75,False
2026,VCU,2670,"Sat, Feb 28",Fordham,W 82-63,82,63,True
2026,VCU,2670,"Tue, Mar 3",George Mason,W 70-65,70,65,True
2026,VCU,2670,"Fri, Mar 6",Dayton,W 68-62,68,62,True
2026,VCU,2670,"Fri, Mar 13",Duquesne,W 71-66,71,66,True
2026,VCU,2670,"Sat, Mar 14",St Joseph's PA,W 77-64,77,64,True
2026,VCU,2670,"Sun, Mar 15",Dayton,W 70-62,70,62,True
2026,Georgia,61,"Mon, Nov 3",Bellarmine,W 104-59,104,59,True
2026,Georgia,61,"Wed, Nov 5",MD E Shore,W 94-29,94,29,True
2026,Georgia,61,"Sun, Nov 9",Morehead St,W 120-81,120,81,True
2026,Georgia,61,"Fri, Nov 14",Georgia Tech,W 92-87,92,87,True
2026,Georgia,61,"Mon, Nov 17",Florida A&M,W 87-57,87,57,True
2026,Georgia,61,"Fri, Nov 21",Xavier,W 78-77,78,77,True
2026,Georgia,61,"Sat, Nov 29",Tennessee Tech,W 123-81,123,81,True
2026,Georgia,61,"Tue, Dec 2",Florida St,W 107-73,107,73,True
2026,Georgia,61,"Sat, Dec 13",Cincinnati,W 84-65,84,65,True
2026,Georgia,61,"Thu, Dec 18",W Carolina,W 112-82,112,82,True
2026,Georgia,61,"Mon, Dec 22",West Georgia,W 103-74,103,74,True
2026,Georgia,61,"Mon, Dec 29",LIU Brooklyn,W 89-74,89,74,True
2026,Georgia,61,"Tue, Jan 6",Florida,L 92-77,92,77,False
2026,Georgia,61,"Sat, Jan 10",South Carolina,W 75-70,75,70,True
2026,Georgia,61,"Sat, Jan 17",Arkansas,W 90-76,90,76,True
2026,Georgia,61,"Tue, Jan 20",Missouri,W 74-72,74,72,True
2026,Georgia,61,"Sat, Jan 24",Texas,L 87-67,87,67,False
2026,Georgia,61,"Sat, Jan 31",Texas A&M,L 92-77,92,77,False
2026,Georgia,61,"Sat, Feb 7",LSU,W 83-71,83,71,True
2026,Georgia,61,"Wed, Feb 11",Florida,L 86-66,86,66,False
2026,Georgia,61,"Sat, Feb 14",Oklahoma,L 94-78,94,78,False
2026,Georgia,61,"Tue, Feb 17",Kentucky,W 86-78,86,78,True
2026,Georgia,61,"Sat, Feb 21",Texas,W 91-80,91,80,True
2026,Georgia,61,"Wed, Feb 25",Vanderbilt,L 88-80,88,80,False
2026,Georgia,61,"Sat, Feb 28",South Carolina,W 87-68,87,68,True
2026,Georgia,61,"Tue, Mar 3",Alabama,W 98-88,98,88,True
2026,Georgia,61,"Sat, Mar 7",Mississippi St,W 102-96,102,96,True
2026,Georgia,61,"Thu, Mar 12",Mississippi,L 76-72,76,72,False
2026,UCF,2116,"Mon, Nov 3",Hofstra,W 82-78,82,78,True
2026,UCF,2116,"Sat, Nov 8",Vanderbilt,L 105-93,105,93,False
2026,UCF,2116,"Tue, Nov 11",Florida A&M,W 97-60,97,60,True
2026,UCF,2116,"Fri, Nov 14",Texas A&M,W 86-74,86,74,True
2026,UCF,2116,"Mon, Nov 17",Oakland,W 87-83,87,83,True
2026,UCF,2116,"Thu, Nov 20",Pittsburgh,W 77-67,77,67,True
2026,UCF,2116,"Tue, Nov 25",Quinnipiac,W 102-91,102,91,True
2026,UCF,2116,"Sat, Nov 29",VMI,W 82-57,82,57,True
2026,UCF,2116,"Sun, Dec 7",Towson,W 86-61,86,61,True
2026,UCF,2116,"Wed, Dec 17",Mercer,W 81-63,81,63,True
2026,UCF,2116,"Sat, Dec 20",FGCU,W 102-80,102,80,True
2026,UCF,2116,"Tue, Dec 23",FL Atlantic,W 85-80,85,80,True
2026,UCF,2116,"Sat, Jan 3",Kansas,W 81-75,81,75,True
2026,UCF,2116,"Tue, Jan 6",Oklahoma St,L 87-76,87,76,False
2026,UCF,2116,"Sun, Jan 11",Cincinnati,W 73-72,73,72,True
2026,UCF,2116,"Wed, Jan 14",Kansas St,W 82-73,82,73,True
2026,UCF,2116,"Sat, Jan 17",Arizona,L 84-77,84,77,False
2026,UCF,2116,"Tue, Jan 20",Iowa St,L 87-57,87,57,False
2026,UCF,2116,"Sat, Jan 24",Colorado,W 95-86,95,86,True
2026,UCF,2116,"Tue, Jan 27",Arizona St,W 79-76,79,76,True
2026,UCF,2116,"Sat, Jan 31",Texas Tech,W 88-80,88,80,True
2026,UCF,2116,"Wed, Feb 4",Houston,L 79-55,79,55,False
2026,UCF,2116,"Sun, Feb 8",Cincinnati,L 92-72,92,72,False
2026,UCF,2116,"Sat, Feb 14",West Virginia,L 74-67,74,67,False
2026,UCF,2116,"Tue, Feb 17",TCU,W 82-71,82,71,True
2026,UCF,2116,"Sat, Feb 21",Utah,W 73-71,73,71,True
2026,UCF,2116,"Tue, Feb 24",BYU,W 97-84,97,84,True
2026,UCF,2116,"Sat, Feb 28",Baylor,L 87-86,87,86,False
2026,UCF,2116,"Fri, Mar 6",West Virginia,L 77-62,77,62,False
2026,UCF,2116,"Thu, Mar 12",Arizona,L 81-59,81,59,False
2026,TCU,2628,"Mon, Nov 3",New Orleans,L 78-74,78,74,False
2026,TCU,2628,"Thu, Nov 6",Saint Francis,W 104-63,104,63,True
2026,TCU,2628,"Mon, Nov 10",Lamar,W 78-65,78,65,True
2026,TCU,2628,"Fri, Nov 14",Michigan,L 67-63,67,63,False
2026,TCU,2628,"Wed, Nov 19",Missouri KC,W 81-45,81,45,True
2026,TCU,2628,"Thu, Nov 27",Florida,W 84-80,84,80,True
2026,TCU,2628,"Fri, Nov 28",Wisconsin,W 74-63,74,63,True
2026,TCU,2628,"Sun, Dec 7",North Texas,W 65-55,65,55,True
2026,TCU,2628,"Mon, Dec 15",Incarnate Word,W 69-65,69,65,True
2026,TCU,2628,"Thu, Dec 18",Oral Roberts,W 72-53,72,53,True
2026,TCU,2628,"Sun, Dec 21",Florida A&M,W 80-56,80,56,True
2026,TCU,2628,"Mon, Dec 29",Jackson St,W 115-64,115,64,True
2026,TCU,2628,"Sat, Jan 3",Baylor,W 69-63,69,63,True
2026,TCU,2628,"Sat, Jan 10",Arizona,L 86-73,86,73,False
2026,TCU,2628,"Wed, Jan 14",BYU,L 76-70,76,70,False
2026,TCU,2628,"Sat, Jan 17",Utah,L 82-79,82,79,False
2026,TCU,2628,"Tue, Jan 20",Oklahoma St,W 68-65,68,65,True
2026,TCU,2628,"Sat, Jan 24",Baylor,W 97-90,97,90,True
2026,TCU,2628,"Wed, Jan 28",Houston,L 79-70,79,70,False
2026,TCU,2628,"Sun, Feb 1",Colorado,L 87-61,87,61,False
2026,TCU,2628,"Sat, Feb 7",Kansas St,W 84-82,84,82,True
2026,TCU,2628,"Tue, Feb 10",Iowa St,W 62-55,62,55,True
2026,TCU,2628,"Tue, Feb 17",UCF,L 82-71,82,71,False
2026,TCU,2628,"Sat, Feb 21",West Virginia,W 60-54,60,54,True
2026,TCU,2628,"Tue, Feb 24",Arizona St,W 90-78,90,78,True
2026,TCU,2628,"Sat, Feb 28",Kansas St,W 77-68,77,68,True
2026,TCU,2628,"Tue, Mar 3",Texas Tech,W 73-65,73,65,True
2026,TCU,2628,"Sat, Mar 7",Cincinnati,W 73-63,73,63,True
2026,TCU,2628,"Wed, Mar 11",Oklahoma St,W 95-88,95,88,True
2026,TCU,2628,"Thu, Mar 12",Kansas,L 78-73,78,73,False
2026,Utah St,328,"Mon, Nov 3",Westminster (UT),W 110-54,110,54,True
2026,Utah St,328,"Fri, Nov 7",VCU,W 80-77,80,77,True
2026,Utah St,328,"Wed, Nov 12",Weber St,W 83-73,83,73,True
2026,Utah St,328,"Sat, Nov 15",UTEP,W 75-51,75,51,True
2026,Utah St,328,"Fri, Nov 21",Tulane,W 96-75,96,75,True
2026,Utah St,328,"Sun, Nov 23",Davidson,W 94-60,94,60,True
2026,Utah St,328,"Thu, Dec 4",South Florida,L 74-61,74,61,False
2026,Utah St,328,"Sun, Dec 7",Charlotte,W 79-53,79,53,True
2026,Utah St,328,"Sat, Dec 13",Illinois St,W 83-78,83,78,True
2026,Utah St,328,"Sat, Dec 20",Colorado St,W 100-58,100,58,True
2026,Utah St,328,"Tue, Dec 30",Fresno St,W 72-63,72,63,True
2026,Utah St,328,"Sat, Jan 3",San Jose St,W 96-78,96,78,True
2026,Utah St,328,"Tue, Jan 6",Air Force,W 99-62,99,62,True
2026,Utah St,328,"Sat, Jan 10",Boise St,W 93-68,93,68,True
2026,Utah St,328,"Wed, Jan 14",Nevada,W 71-62,71,62,True
2026,Utah St,328,"Sat, Jan 17",Grand Canyon,L 84-74,84,74,False
2026,Utah St,328,"Tue, Jan 20",UNLV,L 86-76,86,76,False
2026,Utah St,328,"Fri, Jan 23",Colorado St,W 65-61,65,61,True
2026,Utah St,328,"Wed, Jan 28",Wyoming,W 94-62,94,62,True
2026,Utah St,328,"Sat, Jan 31",San Diego St,W 71-66,71,66,True
2026,Utah St,328,"Wed, Feb 4",New Mexico,W 86-66,86,66,True
2026,Utah St,328,"Sat, Feb 7",Wyoming,W 85-83,85,83,True
2026,Utah St,328,"Tue, Feb 10",Fresno St,W 91-78,91,78,True
2026,Utah St,328,"Sat, Feb 14",Memphis,W 99-75,99,75,True
2026,Utah St,328,"Wed, Feb 18",Boise St,W 75-56,75,56,True
2026,Utah St,328,"Sat, Feb 21",Nevada,L 80-77,80,77,False
2026,Utah St,328,"Wed, Feb 25",San Diego St,L 89-72,89,72,False
2026,Utah St,328,"Sat, Feb 28",Grand Canyon,W 74-69,74,69,True
2026,Utah St,328,"Tue, Mar 3",UNLV,L 92-65,92,65,False
2026,Utah St,328,"Sat, Mar 7",New Mexico,W 94-90,94,90,True
2026,Utah St,328,"Thu, Mar 12",UNLV,W 80-60,80,60,True
2026,Utah St,328,"Fri, Mar 13",Nevada,W 79-66,79,66,True
2026,Utah St,328,"Sat, Mar 14",San Diego St,W 73-62,73,62,True
2026,St Louis,139,"Mon, Nov 3",SE Missouri St,W 92-67,92,67,True
2026,St Louis,139,"Thu, Nov 6",Chicago St,W 108-86,108,86,True
2026,St Louis,139,"Mon, Nov 10",Lindenwood,W 109-66,109,66,True
2026,St Louis,139,"Sat, Nov 15",Grand Canyon,W 78-64,78,64,True
2026,St Louis,139,"Fri, Nov 21",PFW,W 91-60,91,60,True
2026,St Louis,139,"Thu, Nov 27",Santa Clara,W 71-70,71,70,True
2026,St Louis,139,"Fri, Nov 28",Stanford,L 78-77,78,77,False
2026,St Louis,139,"Tue, Dec 2",Loy Marymount,W 91-70,91,70,True
2026,St Louis,139,"Sun, Dec 7",C Michigan,W 107-65,107,65,True
2026,St Louis,139,"Sat, Dec 13",San Francisco,W 85-75,85,75,True
2026,St Louis,139,"Wed, Dec 17",Bethune-Cookman,W 112-53,112,53,True
2026,St Louis,139,"Sun, Dec 21",New Hampshire,W 93-79,93,79,True
2026,St Louis,139,"Sun, Dec 28",Principia College,W 114-33,114,33,True
2026,St Louis,139,"Wed, Dec 31",St Joseph's PA,W 102-79,102,79,True
2026,St Louis,139,"Wed, Jan 7",VCU,W 71-62,71,62,True
2026,St Louis,139,"Sat, Jan 10",La Salle,W 84-72,84,72,True
